"","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","feature22","feature23","feature24","feature25","feature26","feature27","feature28","feature29","feature30","feature31","feature32","feature33","feature34","feature35","feature36","feature37","feature38","feature39","feature40"
"cell13",4.32702367394534,8.92137533612708,13.9444997583912,6.70880193697625,10.4548949956519,3.67414905965982,11.8827597987545,15.7182488629364,10.5780515059331,0,1.48536558475645,14.575476677675,10.7973353134769,2.03125709794418,2.21133527633283,10.9250463920617,13.6238780997386,8.91212755757147,1.18102334114195,1.32027186567823,0,12.2792068429528,4.56855494201427,14.2732397163948,0,0.753757074336323,16.7891526628294,0,0.0238272898217042,14.3746456377097,0.564445437869998,13.0387622896184,18.1509944937838,0,13.8727687632138,0,18.7096933786213,2.11545512214556,0,0
"cell14",0,0,3.96687416705381,2.80671126341787,0,15.0727291367295,0,2.95850923016563,1.50585619030087,11.1260740813459,13.361085873769,21.1865622899161,19.9703416982785,10.794013101782,8.58274091739558,0,1.14411672616141,4.07634361175532,11.9225366627125,12.5604008851731,0.189075569854464,16.2881268388963,17.4036680371635,13.3862164646788,4.348119495256,0,16.0030930599398,1.68702328514326,0.952653529645943,14.3742648634353,0,9.97870675208415,15.9728362645555,2.32736034072644,4.39693659026092,1.15682233260998,15.5944483896082,1.64354125133902,0,1.8435381581787
"cell15",2.42807639084086,3.60779569188252,10.9827878203042,3.10669253644641,9.96898424134507,2.27637695978391,9.84466432816319,15.0590886431554,5.22037453082875,16.0802607845708,5.23223788680506,13.5561489942776,16.0047211500218,4.81825365562302,5.35931430030219,4.04442085758536,6.92126019076215,7.36365333383826,8.38056027175561,0.690713023668085,1.40785345790373,12.8494746729993,10.4340740651211,8.66889064031962,3.10935602651437,2.55030574904256,21.0332154659532,0,0,14.9758257221254,0,13.085036103148,20.8434299709428,5.22487511589562,10.7609360190754,2.68674873294857,15.7309048566569,0,8.83150011406745,4.18230614337512
"cell16",6.08772405333556,2.80613884615666,3.98935404443936,4.38762544647252,0,11.6447606432077,4.19483163387126,7.1811697931766,0.654632594617064,6.0351952535535,11.4771337215756,21.3776679558056,19.0835544901245,9.78623391932283,9.55779978459969,8.39325461968033,4.94520467589536,0,7.95316723672351,6.72852363090977,3.14687584172785,19.0572521885688,7.13912452290039,15.7213077235652,0,7.82732941560279,16.7026694378706,8.30809701140234,0.525831981270184,19.7234223328345,0.537325004767323,11.3942342470641,18.5286513364615,0,6.5280077232564,0,13.7258825800738,3.78330203249454,3.01769144398721,2.2691729904108
"cell17",0,2.90697992360064,14.030546861346,2.90601547468251,4.81219658117193,6.62762865680477,9.9129283485012,11.4961542778101,2.74351027687784,14.9911674904977,4.85139003691964,17.0499184766342,19.9300307134469,5.34251343911908,5.777916420748,4.72276725517343,9.22810095557199,6.49064360059585,5.58537962789418,3.68491175787563,1.72710338916994,12.4507795276023,6.12208286422309,15.2317321098533,4.73556523466173,0,19.1649747449429,0.697793942817071,0.0992192398478858,16.6058788605426,0,12.8331814111899,14.6787010103522,1.49254015809727,8.96261440056471,0.608158176177049,18.4823704259547,2.02761614681977,0.698124458180193,0
"cell18",0,3.13874322304581,1.78799461558889,4.19042114028355,9.97740556323039,8.85885290192396,1.60489296608786,3.94222632125373,0.41401827383258,10.6244293894004,11.9758709055934,17.29461972828,19.2677195693124,10.1315343406015,8.67591652724995,8.80632341316877,1.00226596546867,6.34374696483737,12.6290130223001,14.0593308652634,0,23.600532882841,12.1912428668406,18.5051663694035,1.81555053648343,1.68203865890533,17.463014728824,0,0.629935049594451,18.9985906215784,0,11.0374153267878,16.4421373750957,8.26120368546708,13.9584940277929,0,14.9667630641117,0,4.31018125115928,0
"cell19",4.31015143311985,6.0407204898801,2.50054382065701,0,0,6.59148454697383,6.28059866050257,1.54726208610429,0.29520767642645,17.0081555652296,13.2610673253686,12.7296719511856,15.8195294542227,11.0964433366621,10.7690219129882,5.46923135586877,0,0.309376466614247,10.32925922414,12.841677131405,3.37468322829435,5.50678649704565,5.83517213519117,24.0706151721072,0,4.50343254632435,19.5587008023634,2.62726016386652,0,18.6951738952006,4.84346231822993,13.085036103148,20.1493559891772,1.26608411966241,16.0072074911104,2.53512793380792,18.0372325657565,0,1.93078702813821,0
"cell20",0,1.10517458640748,5.46667350901681,0,0,9.09736189380428,0.494513346239511,5.91661677300172,0,4.63725231408167,13.6359155581789,13.6786314363917,18.7832334246925,10.102385838407,8.8855241738605,0,3.40190977181404,0,10.1169233788263,8.44899521975884,0,18.8974870443012,22.8786400290437,15.5730928733568,4.56084070455803,2.6257096334797,15.69811133602,6.52165644020768,0.619947154129163,16.2635799557737,0,11.0714054510356,18.0444989044383,8.21447843091838,14.599341177379,3.73689341964274,14.0557268565501,5.61230991172276,0,4.41674997804379
"cell21",0.397479780314118,0,0,0,0,11.3206419958968,5.50461837729573,0,0,3.99395566676804,13.7958024409874,16.7291967870742,19.7028347125854,12.0814851699877,11.4150037593804,8.25953347366774,3.84455364938397,0,12.5807225400285,12.4521502757095,1.72528960578556,0.715960632929511,3.47604460018238,8.68101413351435,19.9215368166409,0,20.8658910860151,15.6417668282091,0,7.82516511391765,10.4434168478878,13.085036103148,23.2566150653203,10.4753648979966,17.3988964622835,14.4331392364774,18.2687239556599,2.36219115727633,8.90947527851128,1.82577208883271
"cell22",0,7.95286076594368,11.9160722959491,2.19272706334068,2.72998037596749,4.55113763023276,6.81056702118729,12.8019063372844,3.9103067371012,10.6891038650646,4.59215865395202,15.7792651446465,12.8507523629862,5.09270474777601,4.12514669309951,5.17484252357341,8.61249666414471,4.14372970730987,5.88003319634346,5.89741981490019,3.21418888553269,15.149204815004,10.261369903063,20.0686478847288,1.4489270209323,0,19.4054292021063,4.37703813127537,0.0909486735032815,13.3366946810531,0,12.8577596301772,18.4662971742239,2.76610129844249,10.6817538548615,0,18.8748068151407,2.97188984500319,0,0
"cell23",0,3.05670389135274,7.8447612684663,2.78885521239643,3.48201759135438,12.7863976050503,6.89374409833946,8.44867453067753,1.2824241817289,19.0808732463105,7.90383298205244,18.0945712337588,15.9418387367381,7.81617395924969,7.50896386459114,1.29660165472249,8.0353277347067,3.67707257574893,9.90381766671274,4.85068036217155,0,19.0814953135597,11.0441803045227,14.6916171189316,3.41773078580756,0,18.6293068879196,6.12467102570544,0.232594416377465,14.9451437858006,0.517853588052522,12.4048072463862,19.6607292575311,0.994391435497246,6.99265074229065,0,18.8094040629755,2.04526382713023,0,2.96820634492501
"cell24",0,0,0.223193262510908,0,4.78808061183741,12.0379639896816,0,2.36468642527458,0.896448662137762,7.73117540284024,13.2266447427978,20.5221248748269,22.1893339851312,11.5913676607821,7.31438203970014,0,0,2.30333582925111,11.8372566494087,12.6775415106253,1.83448619024388,13.3817291091757,7.79552014662408,20.9175057150971,0,0.951572925597043,15.7275969168629,5.72668210354977,1.99267324786985,10.0132033495668,2.18989750728637,7.21698186218199,21.7814119194613,2.09091911834398,8.86936938835639,0,11.4646841614279,6.8665960660009,0.0113673521576527,2.50924736784841
"cell25",0,6.3753186181687,10.4333170834475,0.335268155721925,4.02597132111411,9.0796395176348,10.9467133061068,9.82350019938921,2.2964564604562,19.0127250618291,3.75341752617557,13.6551417172826,18.1260561446103,6.34797495270224,7.52930688047006,6.9558067351302,8.44334344760676,3.03954093732929,7.60865466721581,5.38707157693521,0,14.3473747603347,18.3486999734156,14.0926871469735,2.05083619976307,8.55287399972175,19.4879791559731,0,0,12.5294080863313,1.15994162500172,13.085036103148,18.8900145681143,0.0150203543646838,17.1924797310472,5.55490276583098,17.8326967626833,1.93002906870828,6.67055027439938,0
"cell26",10.0387367866295,0,5.19446467009142,0.739802351828517,3.35096978898433,11.2004379576718,0,6.04205549098444,0,12.8990660255439,9.75375688114559,19.4535417032762,18.7067857748614,9.60866994028753,9.04785648492324,5.33212414048207,0.0937277604956375,4.31353274721947,6.46700971867651,8.26052710832596,2.39986103907778,23.3796423519589,10.1323038676167,8.54280618350287,0,14.9041553830245,14.6454568451588,0,0.482290769855154,11.6687089020125,0,11.5447895149458,17.0227412562733,2.44503724857699,9.39301927873167,0.582243535188574,16.7637063314522,6.97590401613364,0,0
"cell27",0,1.66609181016008,3.26108261444972,0,0,11.4639993018805,2.29453681193798,2.40402658035199,0.118455623559428,17.2897516967438,8.95285958391323,18.3984184190571,19.510604099472,9.86219851692696,7.47887607080001,0,5.51081866295545,2.98510478634205,11.117665243841,7.92702322578702,0,13.2693671128508,12.4362907859178,11.1307831110182,3.42933098900057,7.11037939378389,18.4168924499925,3.46826866797372,0,12.2682217746372,3.0360285785204,13.085036103148,20.890460293671,1.56585292966521,9.91236443394821,6.02797644112898,19.0084950681605,2.13451322085434,2.57444192114156,0
"cell28",0,2.25193230314787,10.2737977929707,3.27191632452192,14.9037544586079,5.40956463778938,3.66165954704733,11.7179978527329,2.05499198271237,4.38148209606307,6.59286312037738,16.8558876331217,15.2739572081541,6.12751179958157,5.39705902051555,5.03915543356955,4.99026861624283,6.16867942853277,6.00266790465652,5.75293619410484,0,17.8612438911403,4.52131491616933,19.7419231527143,0.649580414292379,0,20.0004134427884,6.28624405076229,0,20.4126894991779,0,13.085036103148,21.3920054975743,0,10.1138192829428,7.80072429430388,20.0685839598799,0,0,6.26784987777742
"cell29",0,0,2.95733139247905,1.00095464138901,0,10.5964257331381,0.566360943768592,3.87545819251838,0,18.1404079846188,12.1839792460006,17.8390417951228,20.4403259104509,9.79814806484834,9.42441372841875,5.53892297379722,5.58706812981258,0,7.51912672083068,10.7340474301293,1.40166784270628,10.6531548146436,8.87397833059364,18.2302766672756,0,0,19.0141654129607,3.51257246769753,0.528965922091833,14.3818617506481,0.983591206958937,11.3834212917043,20.6880693477018,0.510087908163323,11.0668414307916,0.253138764385227,17.7076706998955,1.80027639904479,0,0
"cell30",0,0,1.05960192136796,0,2.48517745766992,7.05309242963572,0.373879917302517,4.26738813320024,0,16.2676325978463,13.2839055117041,18.4980527970054,22.4806002942199,11.385160129846,10.395994386697,8.60750595355682,0,1.31870190403152,13.6473567736393,12.667101480827,0,18.2574677002126,11.3692478561961,12.8606155960226,1.73926329156785,1.91020480040261,11.394094998348,0,1.57771029836994,13.1436434055235,0,8.19938186880881,16.4630106849183,2.09837971599808,14.9688560396135,0,12.7386268667803,3.92813459999664,0.909856720135872,7.49207796453174
"cell31",1.70425701109652,0,0,0,0,5.81896514560573,1.94960601021667,0,1.79336581033887,11.9231401878843,11.2961156784786,18.561094137509,18.9715611682856,12.2444244248623,11.3706428097831,0.059381145646801,1.53409872619968,0.856806886932386,12.8629825058366,8.42474930031191,1.38743658554243,3.60564251046892,0.81280071122466,7.04499058768175,16.8978751675581,4.20900018226616,15.2149994985373,10.9494575337817,0,3.10338440781154,7.47125667440401,13.085036103148,17.4596329412545,9.61454478323239,17.891037928637,13.520621681818,19.1174341984189,0,10.1875085322477,0.589928923183451
"cell32",3.16788243258933,0,0,0,1.29394572334416,12.5947435447483,0,0,0,17.1527836481763,12.3859364119195,19.1382472495353,18.1297707849494,12.1854828721749,10.2305439625494,0,0,0.518832758767832,10.9396408900053,13.2275120473857,5.98490049259214,16.7972961961177,17.3473849457677,14.6500767994943,6.11482193590482,8.71406367602877,5.20753073212814,8.93696580983779,6.25008959673876,10.458532130613,0,2.29898660323269,12.8463088168461,2.40527098982033,0,0.949554526030697,4.38514281516956,4.08801086467048,0,5.30467691623248
"cell33",10.6627476236543,1.4561095828693,0.84617321663937,0,0,9.17882349051858,5.79296799892029,0.284944749731865,0.354288661042693,23.7572924924303,13.0046958692171,19.3523412008213,18.6092064040946,12.0601022923129,10.032214196157,0,0.54500362573952,0,10.0384923771953,9.77055178691893,5.51240717898838,13.0362422416173,11.3969395656104,19.4342593462667,0,7.2025021233354,7.69059476731691,0,4.40597309340329,10.7671792900862,0,3.6623362439435,13.7130068947987,6.52231121170794,7.45563122949265,2.84457248648144,7.08830400357736,9.30953375126088,3.35029671979273,2.48648172687606
"cell34",0.211487387732155,5.86364582486376,11.7045619089491,4.30183690908023,1.30364490130415,5.70603922659046,5.21172334548985,10.1388960213446,3.09158330482432,11.2076801071205,1.5375054631069,11.6600955241036,13.2330634085727,4.91684411219036,5.44287432781646,14.8220431519593,8.56154720617725,7.78500487354056,3.69660077799824,2.88506116932094,1.60876651897755,20.822759986337,10.1921043110199,16.4945601906296,3.94888748189811,5.78304941955498,16.2370588226054,0,0.0854760743447295,17.7062637238125,0,12.8738236492722,17.6611207945323,0,10.243526654113,6.39608483833579,18.501045713057,0,10.0919075560831,0
"cell35",4.56172905969813,0,6.07772657635688,0,7.5702479069395,6.04362229143241,5.09907032803442,9.35571325268757,0.967154826756722,13.559739015508,6.73121108806976,18.1141738260454,22.3005016746973,8.28038551481271,6.54591886176867,0,6.046388218218,2.0871348010796,10.977913177538,7.19210811190415,0,19.2573305343015,6.83888921400517,16.0403983122978,0.840928581654377,2.17909168155758,13.7031026625214,0,0.2761378341501,19.7710948214076,1.91315360670316,12.2573693784379,15.9899360490535,0,12.1100271361734,4.4281905206256,15.9304905018757,0,0,0
"cell36",5.22751698530787,6.95269295058667,11.3012324588016,2.89784471525668,7.84124317170434,5.436616684905,7.10680725328226,13.4499057704413,4.0574381723158,11.5990574151039,1.06477641547251,11.9790572717204,14.9756542889987,5.15247312940633,4.84109429849795,8.84248210324698,9.25177170608775,11.6891043185,2.74981388819668,2.50676006036111,1.69901641033697,14.4188216680342,7.54138336416561,13.1036949237937,0,6.4154371486688,15.6323018494444,1.60740498000324,0.0928726682538801,13.868016586349,2.30301280616282,12.8520733916765,20.7362030706205,0,13.7281418725408,2.76288225037635,17.8297692775146,0.121963157191583,0,0
"cell37",3.49011551101439,0,10.996803569205,6.27612986913154,8.9061736186426,5.31563048158883,10.2195101427663,15.1870269321113,5.29589369438649,10.0574373535501,5.53627838675706,15.8398750162089,16.0022048991448,4.88312450877339,4.89686704186595,8.29422486830252,6.59951512902075,7.87552145187197,10.5215918882588,4.00996979544926,1.54531007501926,19.5170108812736,10.243267123865,17.0981007025945,5.3479274535259,5.82407477470899,21.0766100751243,5.7684637244418,0,13.4719925733265,5.6711780241914,13.085036103148,14.4623562036969,0,10.7916853724492,7.62163554438198,18.8403112380239,3.49683953993889,3.59131606868704,1.96745110072736
"cell38",0.548371812993842,4.07351182286347,12.1993915599037,2.9910660534616,6.39492914790406,5.94136690430974,17.8919320910084,12.0964305930095,5.60273553094606,9.39702394000867,3.21501515076731,10.5528201018894,12.6034403722896,3.24721987827308,5.33401057462874,12.3592323035173,8.84370553132748,9.45397867449789,4.60684817505671,3.82929359820055,0.285981335289521,16.7068271861969,12.425613464731,15.2436426119355,1.96102036277588,6.949774243786,20.1412506630985,2.30553726893828,0,14.9261807216953,1.44546966472089,13.085036103148,19.9950164010648,5.02809774068358,13.7141350120454,3.98160180920274,17.8980859915773,0.339627605957327,4.99759081518576,0.256581558318667
"cell39",3.08479106951761,1.98347761024912,1.22530831208111,1.64308979444282,2.12996437054843,13.6426694437178,0.831226361032046,0.342742862499435,0.948978443101478,10.5143546747197,11.6399202191022,12.9000301712595,18.387144906816,12.21814321553,9.44223357186363,2.6643822349046,1.34949180439822,0,14.1558389666159,13.1620901028573,2.43963308254125,6.39416553500432,9.10371482595841,7.63153425357197,15.6133797322801,13.5864954506809,15.1083614619876,6.49477993186953,0,5.34588419617971,4.8943378686049,13.085036103148,17.5971500316017,6.55462910650022,10.1405736018468,13.5353143546849,19.3066164963482,0,16.9729166427264,1.35867365352841
"cell40",0,1.49003521013743,0.931836739183147,0,7.52524459954095,10.7444161752341,0.280745188070863,4.27304837462113,0,16.0720910076687,18.0117452083158,15.6191752221109,20.5851943559672,12.0442650814548,12.4072501902435,0,0.898939205902111,0,10.7083293438616,15.0775357262041,1.89657695115514,0.386505550316956,0,13.946543849922,12.42915942976,0,15.150802139205,2.43247107183732,0,7.75878875081983,12.2696036941706,13.085036103148,22.5490491995121,4.69662759208114,17.4397321181607,8.49046603696681,19.0049479708268,0,15.5895449129465,3.65088359456353
"cell41",3.21371649751472,10.9903692035148,13.0920164522678,5.43499579210543,5.24885450120762,1.55589009781183,12.1130825851651,14.7187720346674,8.03527345243947,0,1.43168655191995,11.8696509273463,14.5148101955944,2.8495873321786,3.19098691860504,9.55194480270394,10.934495548271,9.77002838618387,4.37091184062418,3.31322497234733,0,18.3149415192046,12.4304210412923,15.0422474349765,3.80124305107189,3.42494267196339,17.5817068525744,14.252848147971,0.0371661700141121,14.7261691037709,0,13.0064366615884,18.2469303028832,0.992588079815655,14.6923121698978,2.65095596952941,18.2564944065465,4.05249762554237,0,3.05626928205312
"cell42",3.13043090153524,0,2.63446329981682,3.65363068609681,0,6.1303974208203,0,4.91188237504587,0.0177802390072952,9.18503870470657,12.5839286555441,17.5270990919943,17.820182721407,10.3713317574536,8.57758674026297,0.861064519358494,1.2946211691488,2.07703858910867,11.2551530120684,11.7668301152882,0,18.5192121256458,7.95174239168392,19.6968937094032,0.00622302832843429,2.33033753617511,16.2720525761393,0,0.722855935537246,14.2248924895318,5.76106537736387,10.7242632288461,14.4877412980172,6.31244358304926,7.46684670790452,0.670103519053911,14.5248174243957,0,0,3.71287010075352
"cell43",2.82475380490042,4.36212291030547,13.3171660425666,3.30361037132021,14.4365645522534,4.40013542760318,6.43904647456812,8.63881172719555,4.01424630785061,17.8435056166812,3.28179875761497,18.904641490868,12.4649342448215,4.43021700963235,5.9400157644033,9.711265355684,11.3642396139615,11.1259859116866,4.56404462348502,3.33294085364155,2.24670202772196,21.0657323337283,18.2545488861097,20.4245301689166,11.8531372585238,3.87539341321786,18.3598410161793,0,0.0716663078759126,16.1671859339023,2.42287405943143,12.9135711225327,19.9407284085904,0,13.9880691648401,0,20.3395482633639,2.59794419294659,0,0.753251459955768
"cell44",0,6.63022873870753,14.4336276505235,4.92582606964258,8.63895408480327,0.0244785700511967,13.273478724307,14.3254476324439,9.44815026803494,12.7752629898759,0.844886292294194,11.965282686338,9.18250853008785,2.26064634212098,1.64245081002468,3.73578904304077,11.7562718566254,6.20720626282063,1.25295791232224,4.68788788945474,1.02330132274396,17.6062874535225,10.6390704967453,20.6547790948967,1.63150803273098,0,19.7416039109476,1.34104395190927,0,11.0402636704404,2.37034596768161,13.085036103148,21.7326580726357,0,15.444763121582,0,17.7072623833927,0,0,0
"cell45",3.08879085880913,3.70107691957003,0.139236842473096,0,2.38293532193911,6.99099543903622,0,0.0715753089539364,1.29828647235555,8.92491563653998,11.0687780553962,19.4739822029662,19.9943226327926,12.0949735849038,10.9861526205119,6.10432169710672,0.297414715449063,0.377161624885915,13.0370170001171,15.695774325179,0,7.91809107963016,9.14243395742067,14.1293914284508,3.7880905696864,2.62551471590363,14.1890201245482,0.821349700093744,0,8.72055534787452,10.9992946042292,13.085036103148,18.5664394367736,0.0489694567989289,11.9937199221023,14.2713953308025,19.2493301172631,0,14.5497321052166,0
"cell46",0,2.98774805103936,1.29392688617384,0,0,8.22680057245126,0,2.12957166430896,0.621393767478915,12.3157254665642,14.2152452364846,18.0226559172066,18.5487392086578,12.0459619774151,9.99935999436526,0,1.21455322844418,2.64758248261713,13.0461076569796,13.2277445574092,0,22.7098648954978,10.9497462101921,13.9513083356863,0.469965659754296,0.227940374490395,7.17585967072186,5.60275914311411,4.2605368886254,16.2648023891164,3.28988322601656,3.80485602993996,13.7963679832298,1.01639152538789,2.52401284189329,0,6.94616273734288,9.65716503314774,0,2.64149573517302
"cell47",0,0,0,1.35994222069131,0,12.927431433772,7.51600942141805,4.58676073712585,0.500484977099299,24.9938943805606,15.9098975503311,18.4081485838176,17.2207542862115,11.5748946270795,9.42006550599109,12.2970997371881,0.554076713673579,3.07144620928588,17.0794664028791,12.5771446866568,0,18.0427309053212,10.577239459926,16.426288370321,0,2.13462493433328,13.7325941685223,0,1.95259467693531,14.7171884538802,2.29727061314083,7.30549429553619,16.8785854090833,0,13.247348264932,2.3028700201396,12.399907246323,0,4.59899764327412,0.180330648934937
"cell48",0,1.03454017474751,0,1.13270354062448,4.72001640106817,10.9163460380706,0,4.49084723612672,1.26404322817743,14.210241569765,12.9120516437569,18.9015944346521,20.4686617685887,11.6875703632732,10.0970714754307,0,0.608856056881378,0,13.6266064860072,11.0322386800834,3.92820349857778,20.3028720550591,10.5614709931493,20.7565676234157,5.69984903035348,3.57193796102397,10.3115100721786,8.17734192415851,2.25973457976515,16.1616552056342,0,6.65928330018266,14.1597485568388,1.0315299526945,2.10785019827744,3.36668454198247,10.5016999126679,2.56842186349389,2.32679095834861,3.95532963650423
